map,slip,gamma,candidate_kind,candidate_top_fraction,residual_kind,residual_top_fraction,soft_kind,soft_top_fraction,local_horizon,hidden_threshold,soft_threshold,residual_threshold,residual_threshold_mode,residual_reward_weight,residual_hit_weight,value_scale_task,soft_cost_weight,n_states,n_boundary,n_candidate_boundary,n_pair_options,n_edges_valid,invalid_hidden_count,hidden_mass_total,hidden_mass_max,soft_cost_all_total,soft_cost_valid_total,soft_cost_max,soft_over_threshold_count,model_residual_valid_total,model_residual_max,residual_threshold_metric_valid_total,residual_threshold_metric_max,residual_backup_value_norm_valid_total,residual_backup_value_norm_max,beta_global,l_gamma_row_max,residual_hidden_mass_max,residual_over_threshold_count,feasible,start_value_smdp,start_value_primitive,start_gap,value_gap_max,start_best_option,policy_tv_total,policy_regions_total,policy_tv_mean,policy_regions_mean,target_policy_tv_total,target_policy_regions_total,target_policy_tv_mean,target_policy_regions_mean,hard_split_candidate_state,hard_split_candidate_coord,hard_split_candidate_score,residual_split_candidate_state,residual_split_candidate_coord,residual_split_candidate_score,soft_split_candidate_state,soft_split_candidate_coord,soft_split_candidate_score,description_length_proxy,step,split_candidate_state,split_candidate_score,split_candidate_source,split_candidate_coord,stop_reason
corridor,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,8.75252910350239,1.0,11,2,2,2,2,0,0.0,0.0,1.730231058654565,1.730231058654565,0.97,2,3.108624468950438e-16,1.9984014443252818e-16,3.108624468950438e-16,1.9984014443252818e-16,1.618572751340554e-15,1.195752858752444e-15,0.7374241268949282,8.752529103502386,0.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,,0.0,,,0.0,9,"(1, 10)",1.730231058654565,9.630231058654564,0,,0.0,none,,hybrid_threshold
corridor,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,9.255363868876513,1.0,11,2,2,2,2,0,0.0,0.0,1.8181649473766486,1.8181649473766486,1.0342918231950553,2,0.2803423679048015,0.14017118395240077,0.2803423679048015,0.14017118395240077,1.3441151091777876,0.6720575545888939,0.7401505935765067,8.661646880783103,0.0,0,True,-9.255363868888725,-9.255363868876513,1.2212453270876722e-11,1.2212453270876722e-11,fb_000_to_001,3.933333333333333,4.0,1.9666666666666666,2.0,3.933333333333333,4.0,1.9666666666666666,2.0,,,0.0,,,0.0,9,"(1, 10)",1.8181649473766486,9.985173981948115,0,,0.0,none,,hybrid_threshold
open_room,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,8.75252910350239,1.0,35,2,2,2,2,0,0.0,0.0,2.4904621173091304,2.4904621173091304,1.5204621173091302,2,1.9677438641400955,0.9838719320700477,1.9677438641400955,0.9838719320700477,9.906246209127714,4.953123104563857,0.7374241268949282,8.752529103502386,1.0,0,True,-8.75252910350239,-8.75252910350239,0.0,0.0,fb_000_to_001,30.0,5.0,15.0,2.5,30.0,5.0,15.0,2.5,,,0.0,,,0.0,27,"(4, 7)",0.97,18.058205981449227,0,,0.0,none,,hybrid_threshold
open_room,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,9.19001272578314,1.0,35,2,2,2,2,0,0.0,0.0,3.355160423271827,3.355160423271827,3.337033911680864,2,1.8268889349209492,0.9134444674604748,1.8268889349209492,0.9134444674604748,8.89724917942481,4.448624589712409,0.7352825076218381,8.823916412605403,0.9358364618880669,0,True,-9.268811904277364,-9.19001272578314,0.07879917849422391,0.07879917849422391,fb_000_to_001,28.4,5.0,14.2,2.5,28.4,5.0,14.2,2.5,,,0.0,,,0.0,30,"(5, 3)",0.8796588346772263,18.462049358192775,0,,0.0,none,,hybrid_threshold
four_rooms,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,11.57212408464641,1.0,51,2,4,2,0,2,2.0,1.0,1.2329439104767141,0.0,1.2329439104767141,0,0.0,0.953062489907928,0.0,0.953062489907928,0.0,3.3751066619041907,0.6528362774606075,11.572124084646408,1.0,0,False,nan,-11.57212408464641,inf,inf,INFEASIBLE,66.0,11.0,33.0,5.5,66.0,11.0,33.0,5.5,26,"(3, 7)",1.0,,,0.0,,,0.0,22.8,0,26,1.0,hard_hidden,"(3, 7)",continue
four_rooms,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,11.57212408464641,1.0,51,3,4,6,3,3,3.0,1.0,3.5906406460122344,3.5906406460122344,1.2329439104767141,3,1.012851996714,1.0456710937082025,1.012851996714,1.0456710937082025,6.8482951487782024,6.8482951487782024,0.8329720049289999,7.208554685410126,1.0,0,False,nan,-11.57212408464641,inf,inf,INFEASIBLE,216.0,34.0,36.0,5.666666666666667,108.0,17.0,36.0,5.666666666666667,24,"(3, 5)",3.0,,,0.0,40,"(4, 11)",1.2704867952771541,45.003492642726236,1,24,3.0,hard_hidden,"(3, 5)",continue
four_rooms,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,11.57212408464641,1.0,51,4,4,12,12,0,0.0,0.0,4.823584556488949,4.823584556488949,1.2329439104767141,4,2.025703993428,1.012851996714,2.025703993428,1.012851996714,13.696590297556405,6.8482951487782024,0.9409,5.567599835699998,1.0,0,True,-11.572124084646411,-11.57212408464641,1.7763568394002505e-15,1.7763568394002505e-15,fb_000_to_001,450.0,69.0,37.5,5.75,150.0,23.0,37.5,5.75,,,0.0,,,0.0,40,"(4, 11)",1.905730192915731,67.94928854991694,2,,0.0,none,,hybrid_threshold
four_rooms,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,12.185911752175528,1.0,51,2,4,2,0,2,2.0,1.0000000000000004,0.6678408722396028,0.0,0.6676582215190286,0,0.0,0.9353997146900606,0.0,0.9353997146900606,0.0,3.18588267030038,0.6486833685494997,11.710554381683336,0.9999999999999998,0,False,nan,-12.185911752175528,inf,inf,INFEASIBLE,62.0,11.0,31.0,5.5,62.0,11.0,31.0,5.5,24,"(3, 5)",1.0000000000000004,,,0.0,,,0.0,22.0,0,24,1.0000000000000004,hard_hidden,"(3, 5)",continue
four_rooms,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,12.185911752175528,1.0,51,3,4,6,2,4,3.000302307940899,0.9999999999999994,1.335681808598059,0.00036530144114830897,0.6676582215190286,2,0.20289550154522962,1.037653386258505,0.20289550154522962,1.037653386258505,1.295619003829721,6.386247533914078,0.8298916991685619,7.361588376823,0.9999999999999998,0,False,nan,-12.185911752175528,inf,inf,INFEASIBLE,203.20000000000002,34.0,33.86666666666667,5.666666666666667,101.60000000000001,17.0,33.86666666666667,5.666666666666667,26,"(3, 7)",3.000302307940899,,,0.0,42,"(5, 2)",0.00036530144114830897,38.98992746965305,1,26,3.000302307940899,hard_hidden,"(3, 7)",continue
four_rooms,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,12.185911752175528,1.0,51,4,4,12,12,0,0.0,0.0,3.8340394666748043,3.8340394666748043,1.830496678282954,9,3.065715239734387,0.9751879128316419,3.065715239734387,0.9751879128316419,25.358376348569763,6.385209921822712,0.9398419499216982,5.690848348298611,0.9664271847097837,0,True,-12.301146070245332,-12.185911752175528,0.11523431806980433,0.11523431806980433,fb_000_to_001,423.6000000000001,69.0,35.300000000000004,5.75,141.20000000000002,23.0,35.300000000000004,5.75,,,0.0,,,0.0,40,"(4, 11)",1.965839839643408,66.23975470640919,2,,0.0,none,,hybrid_threshold
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,2,2,2,2,0,0.0,0.0,6.375771414961022,6.375771414961022,4.309620929135694,2,2.690963117499872,1.3454815587499362,2.690963117499872,1.3454815587499362,3.7397506352407786,1.8698753176203895,0.33402766187509486,22.19907793749682,1.0,2,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,134.0,65.0,67.0,32.5,134.0,65.0,67.0,32.5,,,0.0,23,"(3, 1)",1.3454815587499362,63,"(6, 19)",0.97,73.4667345324609,0,23,1.3454815587499362,model_residual,"(3, 1)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,3,3,6,6,0,0.0,0.0,11.530473206970402,11.530473206970402,5.024922332223774,3,3.9157913426960222,1.345481558749936,3.9157913426960222,1.345481558749936,5.56919032750624,1.914385311355047,0.9409,22.19907793749682,1.0,3,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_001,404.0,196.0,67.33333333333333,32.666666666666664,202.0,98.0,67.33333333333333,32.666666666666664,,,0.0,57,"(5, 19)",1.345481558749936,63,"(6, 19)",0.97,116.14626454966643,1,57,1.345481558749936,model_residual,"(5, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,4,4,12,12,0,0.0,0.0,14.713317391228502,14.713317391228502,5.024922332223774,8,5.140619567892172,1.3314942169730433,5.140619567892172,1.3314942169730433,7.3986300197717005,1.914385311355047,0.9409,21.499710848652164,1.0,4,True,-22.199077937496824,-22.199077937496824,0.0,0.0,fb_000_to_001,804.0,390.0,67.0,32.5,268.0,130.0,67.0,32.5,,,0.0,25,"(3, 3)",1.3314942169730433,63,"(6, 19)",3.88,158.05393695912068,2,25,1.3314942169730433,model_residual,"(3, 3)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,5,5,20,20,0,0.0,0.0,23.18003205568369,23.18003205568369,5.024922332223774,11,7.651465681833399,1.3314942169730428,7.651465681833399,1.3314942169730428,11.29104821068913,1.9649790363502815,0.9409,21.499710848652164,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_001,1336.0,648.0,66.8,32.4,334.0,162.0,66.8,32.4,,,0.0,44,"(5, 3)",2.6332565989436567,63,"(6, 19)",4.85,208.6314977375171,3,44,2.6332565989436567,model_residual,"(5, 3)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,6,6,30,30,0,0.0,0.0,29.468144298227884,29.468144298227884,5.024922332223774,13,8.796416938802224,1.3314942169730428,8.796416938802224,1.3314942169730428,13.395524076887122,2.0228799429193542,0.9409,21.499710848652164,1.0,7,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_001,2010.0,975.0,67.0,32.5,402.0,195.0,67.0,32.5,,,0.0,76,"(7, 15)",3.6244499129136836,63,"(6, 19)",5.819999999999999,258.6645612370301,4,76,3.6244499129136836,model_residual,"(7, 15)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,7,7,42,42,0,0.0,0.0,35.99145479219969,35.99145479219969,2.7414070257,22,11.43363761816129,1.3314942169730428,11.43363761816129,1.3314942169730428,18.870957360261073,2.167377478625032,0.9409,21.499710848652164,1.0,9,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_001,2820.0,1368.0,67.14285714285714,32.57142857142857,470.0,228.0,67.14285714285714,32.57142857142857,,,0.0,54,"(5, 15)",5.06475876240869,63,"(6, 19)",6.789999999999999,312.525092410361,5,54,5.06475876240869,model_residual,"(5, 15)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,8,8,56,56,0,0.0,0.0,37.42541044749379,37.42541044749379,2.7414070257,25,12.177370000416888,1.3314942169730428,12.177370000416888,1.3314942169730428,21.12544072827261,2.258771422692751,0.9409,21.499710848652164,1.0,6,True,-22.19907793749682,-22.199077937496824,3.552713678800501e-15,3.552713678800501e-15,fb_000_to_001,3752.0,1820.0,67.0,32.5,536.0,260.0,67.0,32.5,,,0.0,42,"(5, 1)",4.988887408235402,63,"(6, 19)",7.759999999999999,360.6027804479107,6,42,4.988887408235402,model_residual,"(5, 1)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,9,9,72,72,0,0.0,0.0,41.99555149889378,41.99555149889378,2.7414070257,28,13.150479950387425,1.3314942169730428,13.150479950387425,1.3314942169730428,24.152627310719875,2.367579948630251,0.9409,21.499710848652164,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,3.552713678800501e-15,fb_000_to_001,4816.0,2336.0,66.88888888888889,32.44444444444444,602.0,292.0,66.88888888888889,32.44444444444444,,,0.0,64,"(7, 1)",4.908250407307261,63,"(6, 19)",8.729999999999999,414.1460314492812,7,64,4.908250407307261,model_residual,"(7, 1)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,10,10,90,90,0,0.0,0.0,46.56569255029378,46.56569255029378,2.7414070257,31,13.699894331101103,1.3314942169730428,13.699894331101103,1.3314942169730428,26.859398311605105,2.316008330171926,0.9409,21.499710848652164,1.0,2,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_001,6030.0,2925.0,67.0,32.5,670.0,325.0,67.0,32.5,,,0.0,55,"(5, 17)",1.3314942169730428,63,"(6, 19)",9.7,470.2655868813949,8,55,1.3314942169730428,model_residual,"(5, 17)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,11,11,110,110,0,0.0,0.0,58.998956368308434,58.998956368308434,2.7414070257,46,18.64032719922966,1.3166282994718281,18.64032719922966,1.3166282994718281,35.03280386904474,2.316008330171926,0.9409,20.756414973591415,1.0,5,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_001,7380.0,3580.0,67.0909090909091,32.54545454545455,738.0,358.0,67.0909090909091,32.54545454545455,,,0.0,35,"(3, 17)",3.949884898415484,63,"(6, 19)",10.67,540.7392835675381,9,35,3.949884898415484,model_residual,"(3, 17)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,12,12,132,132,0,0.0,0.0,71.51827179669999,71.51827179669999,2.7414070257,57,20.882437232413388,1.3008286209712276,20.882437232413388,1.3008286209712276,39.51118897198373,2.316008330171926,0.9409,19.9664310485614,1.0,6,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_001,8844.0,4290.0,67.0,32.5,804.0,390.0,67.0,32.5,,,0.0,37,"(3, 19)",3.902485862913683,63,"(6, 19)",11.64,609.8007090291134,10,37,3.902485862913683,model_residual,"(3, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,13,13,156,156,0,0.0,0.0,77.8564318481,77.8564318481,2.7414070257,62,25.65407408028979,1.284036529887584,25.65407408028979,1.284036529887584,48.33299078683352,2.316008330171926,0.9409,19.126826494379213,1.0,5,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_001,10464.0,5076.0,67.07692307692308,32.53846153846154,872.0,423.0,67.07692307692308,32.53846153846154,,,0.0,16,"(1, 19)",6.42018264943792,63,"(6, 19)",12.610000000000001,678.2105059283898,11,16,6.42018264943792,model_residual,"(1, 19)",continue
maze,0.0,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,22.199077937496824,1.0,81,14,14,182,182,0,0.0,0.0,84.19459189949998,84.19459189949998,2.7414070257,67,26.203570317323255,1.1735110406021723,26.203570317323255,1.1735110406021723,50.25551240490771,2.316008330171926,0.9409,18.23448453010863,1.0,0,True,-22.199077937496824,-22.199077937496824,0.0,7.105427357601002e-15,fb_000_to_002,12194.0,5915.0,67.0,32.5,938.0,455.0,67.0,32.5,,,0.0,,,0.0,63,"(6, 19)",13.580000000000002,743.5981622168233,12,,0.0,none,,hybrid_threshold
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,2,2,2,2,0,0.0,0.0,6.304422223627169,6.304422223627169,3.334608285737951,2,2.6656279434214607,1.3328148050908424,2.6656279434214607,1.3328148050908424,3.664160671607529,1.8320829680789457,0.3431101040032383,21.896413204569914,0.9999999999999998,2,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_001,125.4666666666667,65.0,62.73333333333335,32.5,125.4666666666667,65.0,62.73333333333335,32.5,,,0.0,57,"(5, 19)",1.309842188250752,63,"(6, 19)",1.017021309114977,71.66338350038197,0,57,1.309842188250752,model_residual,"(5, 19)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,3,3,6,6,0,0.0,0.0,7.821078780419381,7.821078780419381,3.3228233321798095,6,4.226174693174264,1.3325849410068216,4.226174693174264,1.3325849410068216,11.37239724534993,2.1755860363022212,0.9409130334167652,21.884920000368876,0.9999999999999998,3,True,-23.006540118862866,-23.006540118833655,2.921041186709772e-11,2.921041186709772e-11,fb_000_to_002,374.5333333333334,194.0,62.42222222222224,32.333333333333336,187.2666666666667,97.0,62.42222222222224,32.333333333333336,,,0.0,55,"(5, 17)",1.312310559548226,63,"(6, 19)",3.03376485147722,109.30058680692699,1,55,1.312310559548226,model_residual,"(5, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,4,4,12,12,0,0.0,0.0,11.3902015893601,11.3902015893601,3.3170269147453415,11,6.044009173998327,1.332341378513948,6.044009173998327,1.332341378513948,24.1229753657893,2.1755860363022212,0.9409300723389595,21.872741875725197,0.9999999999999998,4,True,-23.00654011886263,-23.006540118833655,2.8975932764296886e-11,2.8975932764296886e-11,fb_000_to_003,752.8000000000001,390.0,62.73333333333334,32.5,250.9333333333334,130.0,62.73333333333335,32.5,,,0.0,4,"(1, 5)",2.400487291471613,63,"(6, 19)",4.050218258207794,152.2208774300251,2,4,2.400487291471613,model_residual,"(1, 5)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,5,5,20,20,0,0.0,0.0,13.412237953678844,13.412237953678844,3.3170269105660495,14,9.45290722564558,1.3128956034056294,9.45290722564558,1.3128956034056294,37.814998452762744,2.1755860363022212,0.9409300723389595,21.58510958422026,0.9999999052963129,6,True,-23.006540118862862,-23.006540118833655,2.920685915341892e-11,2.920685915341892e-11,fb_000_to_004,1250.9333333333338,648.0,62.546666666666695,32.4,312.7333333333334,162.0,62.54666666666668,32.4,,,0.0,26,"(3, 5)",3.8052070690552524,63,"(6, 19)",5.066946215736377,196.4118118459911,3,26,3.8052070690552524,model_residual,"(3, 5)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,6,6,30,30,0,0.0,0.0,15.434274325000818,15.434274325000818,3.31702691056605,17,11.78533850628012,1.3128956034056294,11.78533850628012,1.3128956034056294,58.86931386948913,2.1755860363022212,0.9409300723389595,21.58510958422026,0.9996923076923078,7,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_005,1882.0000000000007,975.0,62.733333333333356,32.5,376.4000000000001,195.0,62.73333333333335,32.5,,,0.0,35,"(3, 17)",3.7527974497222205,63,"(6, 19)",6.083674246181333,242.49961283128096,4,35,3.7527974497222205,model_residual,"(3, 17)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,7,7,42,42,0,0.0,0.0,17.45577804216145,17.45577804216145,3.31702691056605,20,14.332914543520218,1.3128956034056294,14.332914543520218,1.3128956034056294,84.48279959930161,2.2372120518668632,0.9409300723389595,21.58510958422026,0.9996923076923079,8,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_006,2629.2000000000003,1362.0,62.60000000000001,32.42857142857143,438.2000000000001,227.0,62.600000000000016,32.42857142857143,,,0.0,28,"(3, 7)",4.931683735847367,63,"(6, 19)",7.100402276626614,290.0286925856817,5,28,4.931683735847367,model_residual,"(3, 7)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,8,8,56,56,0,0.0,0.0,19.477809899464823,19.477809899464823,3.31702691056605,23,17.09255415063697,1.3128956034056294,17.09255415063697,1.3128956034056294,114.7506089167955,2.344882063905985,0.9409300723389595,21.58510958422026,0.9996923076923079,9,True,-23.00654011886286,-23.006540118833655,2.920330643974012e-11,2.920330643974012e-11,fb_000_to_007,3513.0666666666675,1820.0,62.73333333333335,32.5,501.8666666666668,260.0,62.73333333333335,32.5,,,0.0,37,"(3, 19)",4.854786465188866,63,"(6, 19)",8.11713030707189,340.7436973834351,6,37,4.854786465188866,model_residual,"(3, 19)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,9,9,72,72,0,0.0,0.0,21.499841756768223,21.499841756768223,3.31702691056605,26,20.059882744420424,1.3128956034056296,20.059882744420424,1.3128956034056296,149.77159719553745,2.475087754030559,0.9409300723389595,21.585109584220252,0.9996923076923075,1,True,-23.006540118862855,-23.006540118833655,2.919975372606132e-11,2.919975372606132e-11,fb_000_to_008,4524.266666666667,2344.0,62.83703703703705,32.55555555555556,565.5333333333334,293.0,62.83703703703705,32.55555555555556,,,0.0,23,"(3, 1)",1.2902663172265785,63,"(6, 19)",9.13385833751717,393.7663911678553,7,23,1.2902663172265785,model_residual,"(3, 1)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,10,10,90,90,0,0.0,0.0,29.102645490498848,29.102645490498848,6.225683003690131,30,24.451623683749087,1.3127126609378328,24.451623683749087,1.3127126609378328,186.06691994299388,2.475087754030559,0.9409300723389595,20.902385625185588,0.9996923076923075,2,True,-23.006540118862628,-23.006540118833655,2.8972380050618085e-11,2.8972380050618085e-11,fb_000_to_009,5662.800000000001,2934.0,62.92000000000001,32.6,629.1999999999999,326.0,62.919999999999995,32.6,,,0.0,25,"(3, 3)",1.3123087493498518,63,"(6, 19)",10.134162463260585,455.8942691742479,8,25,1.3123087493498518,model_residual,"(3, 3)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,11,11,110,110,0,0.0,0.0,44.17549565768901,44.17549565768901,6.225683003690131,34,31.426781890732677,1.2988294769207664,31.426781890732677,1.2988294769207664,227.5624021009343,2.4750877540305574,0.9409300723389595,20.208226424332278,0.9996923076923075,5,True,-23.00654011886258,-23.006540118833655,2.892619477279368e-11,2.892619477279368e-11,fb_000_to_010,6910.000000000002,3580.0,62.818181818181834,32.54545454545455,691.0000000000001,358.0,62.81818181818183,32.54545454545455,,,0.0,44,"(5, 3)",3.86081675866411,63,"(6, 19)",11.15061586999116,529.3022775484217,9,44,3.86081675866411,model_residual,"(5, 3)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,12,12,132,132,0,0.0,0.0,53.29527633391796,53.29527633391796,6.225683003690131,38,36.243674861517576,1.2840114989885063,36.243674861517576,1.2840114989885063,272.88513111844696,2.475087754030559,0.9409300723389595,19.467327527719252,0.9996923076923075,3,True,-23.006540118862056,-23.006540118833655,2.8400393148331204e-11,2.8400393148331204e-11,fb_000_to_011,8301.333333333336,4301.0,62.88888888888891,32.583333333333336,754.6666666666666,391.0,62.888888888888886,32.583333333333336,,,0.0,42,"(5, 1)",3.8508492555818368,63,"(6, 19)",12.167069276721735,597.5722845287688,10,42,3.8508492555818368,model_residual,"(5, 1)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,13,13,156,156,0,0.0,0.0,70.94130721061164,70.94130721061164,6.225683003690131,41,43.5940716799355,1.2681957848316494,43.5940716799355,1.2681957848316494,324.16641348402334,2.475087754030559,0.9409300723389595,18.67654181987644,0.9996923076923078,5,True,-23.00654011886276,-23.006540118833655,2.9103830456733704e-11,2.9103830456733704e-11,fb_000_to_012,9797.600000000002,5076.0,62.80512820512822,32.53846153846154,816.4666666666666,423.0,62.8051282051282,32.53846153846154,,,0.0,64,"(7, 1)",6.305073842492586,63,"(6, 19)",13.18352268345231,678.1287122238805,11,64,6.305073842492586,model_residual,"(7, 1)",continue
maze,0.05,0.97,articulation_only,0.15,turn_articulation,0.15,combined,0.15,999.0,1e-06,1e-06,1.2,raw,0.05,0.0,23.006540118833655,1.0,81,14,14,182,182,0,0.0,0.0,80.6946507739224,80.6946507739224,6.225683003690127,44,47.313227019345774,1.1935451157837875,47.313227019345774,1.1935451157837875,378.74196428759876,2.475087754030559,0.9409300723389595,17.83251028117775,0.9996923076923075,0,True,-23.006540118862674,-23.006540118833655,2.901856532844249e-11,2.901856532844249e-11,fb_000_to_013,11441.733333333337,5928.0,62.86666666666669,32.57142857142857,880.1333333333332,456.0,62.86666666666666,32.57142857142857,,,0.0,,,0.0,63,"(6, 19)",14.199976090182885,750.1345444599348,12,,0.0,none,,hybrid_threshold
