map_family,map_size,map,slip,method,repeat,pair_id,host,n_states,iterations,state_updates,backup_count,time_sec,bellman_residual,max_value_error,start_value_error,error
corridor,1024,corridor_1024,0.1,prioritized_sweeping,2,corridor_1024|0.1|2,node006,1024,1008275,1008275,23142180,40.89944335096516,9.99804683488037e-11,3.2806326544232434e-09,3.2806326544232434e-09,
corridor,1024,corridor_1024,0.1,sparse_vectorized_vi,3,corridor_1024|0.1|3,node003,1024,757,775168,3100672,0.05159760592505336,9.687539659353206e-11,3.1975773140402453e-09,3.1975773140402453e-09,
corridor,1024,corridor_1024,0.1,gauss_seidel_vi,3,corridor_1024|0.1|3,node003,1024,739,756736,3026944,3.685471597011201,9.423217761650449e-11,3.018982397406944e-09,3.018982397406944e-09,
corridor,1024,corridor_1024,0.1,prioritized_sweeping,3,corridor_1024|0.1|3,node003,1024,1008275,1008275,23142180,37.30521268595476,9.99804683488037e-11,3.2806326544232434e-09,3.2806326544232434e-09,
corridor,1024,corridor_1024,0.1,sparse_vectorized_vi,4,corridor_1024|0.1|4,node001,1024,757,775168,3100672,0.05102044704835862,9.687539659353206e-11,3.1975773140402453e-09,3.1975773140402453e-09,
corridor,1024,corridor_1024,0.1,gauss_seidel_vi,4,corridor_1024|0.1|4,node001,1024,739,756736,3026944,3.6562232200521976,9.423217761650449e-11,3.018982397406944e-09,3.018982397406944e-09,
corridor,1024,corridor_1024,0.1,prioritized_sweeping,4,corridor_1024|0.1|4,node001,1024,1008275,1008275,23142180,39.86474135995377,9.99804683488037e-11,3.2806326544232434e-09,3.2806326544232434e-09,
open_room,24,open_room_24,0.0,sparse_vectorized_vi,0,open_room_24|0.0|0,node005,576,47,27072,108288,0.0029433449963107705,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,gauss_seidel_vi,0,open_room_24|0.0|0,node005,576,47,27072,108288,0.1409284060355276,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,prioritized_sweeping,0,open_room_24|0.0|0,node005,576,13248,13248,266888,0.37828148098196834,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,sparse_vectorized_vi,1,open_room_24|0.0|1,node001,576,47,27072,108288,0.0032338181044906378,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,gauss_seidel_vi,1,open_room_24|0.0|1,node001,576,47,27072,108288,0.14801292202901095,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,prioritized_sweeping,1,open_room_24|0.0|1,node001,576,13248,13248,266888,0.38407690497115254,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,sparse_vectorized_vi,2,open_room_24|0.0|2,node005,576,47,27072,108288,0.002971566980704665,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,gauss_seidel_vi,2,open_room_24|0.0|2,node005,576,47,27072,108288,0.14768782001920044,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,prioritized_sweeping,2,open_room_24|0.0|2,node005,576,13248,13248,266888,0.3871294870041311,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,sparse_vectorized_vi,3,open_room_24|0.0|3,node002,576,47,27072,108288,0.0029392950236797333,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,gauss_seidel_vi,3,open_room_24|0.0|3,node002,576,47,27072,108288,0.14093221607618034,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,prioritized_sweeping,3,open_room_24|0.0|3,node002,576,13248,13248,266888,0.36501866404432803,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,sparse_vectorized_vi,4,open_room_24|0.0|4,node006,576,47,27072,108288,0.003273959970101714,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,gauss_seidel_vi,4,open_room_24|0.0|4,node006,576,47,27072,108288,0.15658989700023085,0.0,0.0,0.0,
open_room,24,open_room_24,0.0,prioritized_sweeping,4,open_room_24|0.0|4,node006,576,13248,13248,266888,0.3999027319950983,0.0,0.0,0.0,
open_room,24,open_room_24,0.05,sparse_vectorized_vi,0,open_room_24|0.05|0,node003,576,77,44352,177408,0.004717624047771096,2.800959464366315e-11,4.4003911625623005e-11,4.4003911625623005e-11,
open_room,24,open_room_24,0.05,gauss_seidel_vi,0,open_room_24|0.05|0,node003,576,63,36288,145152,0.19059913197997957,6.3806737671257e-12,7.215561481643817e-12,7.215561481643817e-12,
open_room,24,open_room_24,0.05,prioritized_sweeping,0,open_room_24|0.05|0,node003,576,107654,107654,3359300,6.023523765965365,9.477929552303976e-11,1.0217000578904845e-09,9.17601994387951e-10,
open_room,24,open_room_24,0.05,sparse_vectorized_vi,1,open_room_24|0.05|1,node001,576,77,44352,177408,0.005549486028030515,2.800959464366315e-11,4.4003911625623005e-11,4.4003911625623005e-11,
open_room,24,open_room_24,0.05,gauss_seidel_vi,1,open_room_24|0.05|1,node001,576,63,36288,145152,0.20585530495736748,6.3806737671257e-12,7.215561481643817e-12,7.215561481643817e-12,
open_room,24,open_room_24,0.05,prioritized_sweeping,1,open_room_24|0.05|1,node001,576,107654,107654,3359300,5.993515150970779,9.477929552303976e-11,1.0217000578904845e-09,9.17601994387951e-10,
open_room,24,open_room_24,0.05,sparse_vectorized_vi,2,open_room_24|0.05|2,node002,576,77,44352,177408,0.004790529026649892,2.800959464366315e-11,4.4003911625623005e-11,4.4003911625623005e-11,
open_room,24,open_room_24,0.05,gauss_seidel_vi,2,open_room_24|0.05|2,node002,576,63,36288,145152,0.18629033106844872,6.3806737671257e-12,7.215561481643817e-12,7.215561481643817e-12,
open_room,24,open_room_24,0.05,prioritized_sweeping,2,open_room_24|0.05|2,node002,576,107654,107654,3359300,5.38930356502533,9.477929552303976e-11,1.0217000578904845e-09,9.17601994387951e-10,
open_room,24,open_room_24,0.05,sparse_vectorized_vi,3,open_room_24|0.05|3,node003,576,77,44352,177408,0.005068668979220092,2.800959464366315e-11,4.4003911625623005e-11,4.4003911625623005e-11,
open_room,24,open_room_24,0.05,gauss_seidel_vi,3,open_room_24|0.05|3,node003,576,63,36288,145152,0.1940412160474807,6.3806737671257e-12,7.215561481643817e-12,7.215561481643817e-12,
open_room,24,open_room_24,0.05,prioritized_sweeping,3,open_room_24|0.05|3,node003,576,107654,107654,3359300,5.72441875806544,9.477929552303976e-11,1.0217000578904845e-09,9.17601994387951e-10,
open_room,24,open_room_24,0.05,sparse_vectorized_vi,4,open_room_24|0.05|4,node005,576,77,44352,177408,0.004786101984791458,2.800959464366315e-11,4.4003911625623005e-11,4.4003911625623005e-11,
open_room,24,open_room_24,0.05,gauss_seidel_vi,4,open_room_24|0.05|4,node005,576,63,36288,145152,0.18858876707963645,6.3806737671257e-12,7.215561481643817e-12,7.215561481643817e-12,
open_room,24,open_room_24,0.05,prioritized_sweeping,4,open_room_24|0.05|4,node005,576,107654,107654,3359300,5.816441708011553,9.477929552303976e-11,1.0217000578904845e-09,9.17601994387951e-10,
open_room,24,open_room_24,0.1,sparse_vectorized_vi,0,open_room_24|0.1|0,node002,576,92,52992,211968,0.005695187021046877,3.744204946087848e-11,7.751310704406933e-11,7.751310704406933e-11,
open_room,24,open_room_24,0.1,gauss_seidel_vi,0,open_room_24|0.1|0,node002,576,71,40896,163584,0.21460524608846754,1.262989712813578e-11,1.659827830735594e-11,1.659827830735594e-11,
open_room,24,open_room_24,0.1,prioritized_sweeping,0,open_room_24|0.1|0,node002,576,170675,170675,5306388,9.005773857003078,9.885781082630274e-11,1.106705838083144e-09,1.0983107756601385e-09,
open_room,24,open_room_24,0.1,sparse_vectorized_vi,1,open_room_24|0.1|1,node006,576,92,52992,211968,0.00577874097507447,3.744204946087848e-11,7.751310704406933e-11,7.751310704406933e-11,
open_room,24,open_room_24,0.1,gauss_seidel_vi,1,open_room_24|0.1|1,node006,576,71,40896,163584,0.21600635501090437,1.262989712813578e-11,1.659827830735594e-11,1.659827830735594e-11,
open_room,24,open_room_24,0.1,prioritized_sweeping,1,open_room_24|0.1|1,node006,576,170675,170675,5306388,9.797968550003134,9.885781082630274e-11,1.106705838083144e-09,1.0983107756601385e-09,
open_room,24,open_room_24,0.1,sparse_vectorized_vi,2,open_room_24|0.1|2,node003,576,92,52992,211968,0.006052345037460327,3.744204946087848e-11,7.751310704406933e-11,7.751310704406933e-11,
open_room,24,open_room_24,0.1,gauss_seidel_vi,2,open_room_24|0.1|2,node003,576,71,40896,163584,0.22518600500188768,1.262989712813578e-11,1.659827830735594e-11,1.659827830735594e-11,
open_room,24,open_room_24,0.1,prioritized_sweeping,2,open_room_24|0.1|2,node003,576,170675,170675,5306388,9.524953125976026,9.885781082630274e-11,1.106705838083144e-09,1.0983107756601385e-09,
open_room,24,open_room_24,0.1,sparse_vectorized_vi,3,open_room_24|0.1|3,node006,576,92,52992,211968,0.006276522995904088,3.744204946087848e-11,7.751310704406933e-11,7.751310704406933e-11,
open_room,24,open_room_24,0.1,gauss_seidel_vi,3,open_room_24|0.1|3,node006,576,71,40896,163584,0.22383290994912386,1.262989712813578e-11,1.659827830735594e-11,1.659827830735594e-11,
open_room,24,open_room_24,0.1,prioritized_sweeping,3,open_room_24|0.1|3,node006,576,170675,170675,5306388,9.505510285962373,9.885781082630274e-11,1.106705838083144e-09,1.0983107756601385e-09,
open_room,24,open_room_24,0.1,sparse_vectorized_vi,4,open_room_24|0.1|4,node001,576,92,52992,211968,0.006312241079285741,3.744204946087848e-11,7.751310704406933e-11,7.751310704406933e-11,
open_room,24,open_room_24,0.1,gauss_seidel_vi,4,open_room_24|0.1|4,node001,576,71,40896,163584,0.2274987290147692,1.262989712813578e-11,1.659827830735594e-11,1.659827830735594e-11,
open_room,24,open_room_24,0.1,prioritized_sweeping,4,open_room_24|0.1|4,node001,576,170675,170675,5306388,9.937019863980822,9.885781082630274e-11,1.106705838083144e-09,1.0983107756601385e-09,
open_room,32,open_room_32,0.0,sparse_vectorized_vi,0,open_room_32|0.0|0,node001,1024,63,64512,258048,0.005336954025551677,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,gauss_seidel_vi,0,open_room_32|0.0|0,node001,1024,63,64512,258048,0.3378234739648178,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,prioritized_sweeping,0,open_room_32|0.0|0,node001,1024,31744,31744,638472,0.9154618589673191,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,sparse_vectorized_vi,1,open_room_32|0.0|1,node005,1024,63,64512,258048,0.004976834054104984,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,gauss_seidel_vi,1,open_room_32|0.0|1,node005,1024,63,64512,258048,0.37130811903625727,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,prioritized_sweeping,1,open_room_32|0.0|1,node005,1024,31744,31744,638472,0.9487588310148567,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,sparse_vectorized_vi,2,open_room_32|0.0|2,node002,1024,63,64512,258048,0.004604557994753122,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,gauss_seidel_vi,2,open_room_32|0.0|2,node002,1024,63,64512,258048,0.33898996096104383,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,prioritized_sweeping,2,open_room_32|0.0|2,node002,1024,31744,31744,638472,0.8972477270290256,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,sparse_vectorized_vi,3,open_room_32|0.0|3,node006,1024,63,64512,258048,0.004777009948156774,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,gauss_seidel_vi,3,open_room_32|0.0|3,node006,1024,63,64512,258048,0.33808199991472065,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,prioritized_sweeping,3,open_room_32|0.0|3,node006,1024,31744,31744,638472,0.8700817719800398,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,sparse_vectorized_vi,4,open_room_32|0.0|4,node006,1024,63,64512,258048,0.004595623933710158,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,gauss_seidel_vi,4,open_room_32|0.0|4,node006,1024,63,64512,258048,0.342367947101593,0.0,0.0,0.0,
open_room,32,open_room_32,0.0,prioritized_sweeping,4,open_room_32|0.0|4,node006,1024,31744,31744,638472,0.8829637409653515,0.0,0.0,0.0,
open_room,32,open_room_32,0.05,sparse_vectorized_vi,0,open_room_32|0.05|0,node005,1024,96,98304,393216,0.006951201008632779,2.3014479211269645e-11,3.942091097997036e-11,3.942091097997036e-11,
open_room,32,open_room_32,0.05,gauss_seidel_vi,0,open_room_32|0.05|0,node005,1024,81,82944,331776,0.44232197292149067,3.3644198538240744e-12,3.6202152386977104e-12,3.6202152386977104e-12,
open_room,32,open_room_32,0.05,prioritized_sweeping,0,open_room_32|0.05|0,node005,1024,289333,289333,8960544,15.040535030071624,9.990941407522769e-11,8.360139247542975e-10,7.145928293539328e-10,
open_room,32,open_room_32,0.05,sparse_vectorized_vi,1,open_room_32|0.05|1,node003,1024,96,98304,393216,0.00728441309183836,2.3014479211269645e-11,3.942091097997036e-11,3.942091097997036e-11,
open_room,32,open_room_32,0.05,gauss_seidel_vi,1,open_room_32|0.05|1,node003,1024,81,82944,331776,0.4616418689256534,3.3644198538240744e-12,3.6202152386977104e-12,3.6202152386977104e-12,
open_room,32,open_room_32,0.05,prioritized_sweeping,1,open_room_32|0.05|1,node003,1024,289333,289333,8960544,17.966007896931842,9.990941407522769e-11,8.360139247542975e-10,7.145928293539328e-10,
open_room,32,open_room_32,0.05,sparse_vectorized_vi,2,open_room_32|0.05|2,node001,1024,96,98304,393216,0.00758455996401608,2.3014479211269645e-11,3.942091097997036e-11,3.942091097997036e-11,
open_room,32,open_room_32,0.05,gauss_seidel_vi,2,open_room_32|0.05|2,node001,1024,81,82944,331776,0.47078332293312997,3.3644198538240744e-12,3.6202152386977104e-12,3.6202152386977104e-12,
open_room,32,open_room_32,0.05,prioritized_sweeping,2,open_room_32|0.05|2,node001,1024,289333,289333,8960544,17.754295220016502,9.990941407522769e-11,8.360139247542975e-10,7.145928293539328e-10,
open_room,32,open_room_32,0.05,sparse_vectorized_vi,3,open_room_32|0.05|3,node005,1024,96,98304,393216,0.007050136919133365,2.3014479211269645e-11,3.942091097997036e-11,3.942091097997036e-11,
open_room,32,open_room_32,0.05,gauss_seidel_vi,3,open_room_32|0.05|3,node005,1024,81,82944,331776,0.43990743393078446,3.3644198538240744e-12,3.6202152386977104e-12,3.6202152386977104e-12,
open_room,32,open_room_32,0.05,prioritized_sweeping,3,open_room_32|0.05|3,node005,1024,289333,289333,8960544,16.343683385057375,9.990941407522769e-11,8.360139247542975e-10,7.145928293539328e-10,
open_room,32,open_room_32,0.05,sparse_vectorized_vi,4,open_room_32|0.05|4,node002,1024,96,98304,393216,0.007445723982527852,2.3014479211269645e-11,3.942091097997036e-11,3.942091097997036e-11,
open_room,32,open_room_32,0.05,gauss_seidel_vi,4,open_room_32|0.05|4,node002,1024,81,82944,331776,0.4488974859705195,3.3644198538240744e-12,3.6202152386977104e-12,3.6202152386977104e-12,
open_room,32,open_room_32,0.05,prioritized_sweeping,4,open_room_32|0.05|4,node002,1024,289333,289333,8960544,16.999084708979353,9.990941407522769e-11,8.360139247542975e-10,7.145928293539328e-10,
open_room,32,open_room_32,0.1,sparse_vectorized_vi,0,open_room_32|0.1|0,node006,1024,113,115712,462848,0.008134630043059587,4.0103032006300054e-11,8.386891181544343e-11,8.386891181544343e-11,
open_room,32,open_room_32,0.1,gauss_seidel_vi,0,open_room_32|0.1|0,node006,1024,89,91136,364544,0.4928518859669566,2.956213052129897e-11,4.0884629015636165e-11,4.0884629015636165e-11,
open_room,32,open_room_32,0.1,prioritized_sweeping,0,open_room_32|0.1|0,node006,1024,404023,404023,12571556,22.497823041980155,7.216627295747458e-11,8.554792430004454e-10,3.987317143128166e-10,
open_room,32,open_room_32,0.1,sparse_vectorized_vi,1,open_room_32|0.1|1,node005,1024,113,115712,462848,0.008407191024161875,4.0103032006300054e-11,8.386891181544343e-11,8.386891181544343e-11,
open_room,32,open_room_32,0.1,gauss_seidel_vi,1,open_room_32|0.1|1,node005,1024,89,91136,364544,0.4852543369634077,2.956213052129897e-11,4.0884629015636165e-11,4.0884629015636165e-11,
open_room,32,open_room_32,0.1,prioritized_sweeping,1,open_room_32|0.1|1,node005,1024,404023,404023,12571556,22.98479764489457,7.216627295747458e-11,8.554792430004454e-10,3.987317143128166e-10,
open_room,32,open_room_32,0.1,sparse_vectorized_vi,2,open_room_32|0.1|2,node006,1024,113,115712,462848,0.008174521033652127,4.0103032006300054e-11,8.386891181544343e-11,8.386891181544343e-11,
open_room,32,open_room_32,0.1,gauss_seidel_vi,2,open_room_32|0.1|2,node006,1024,89,91136,364544,0.4827001680387184,2.956213052129897e-11,4.0884629015636165e-11,4.0884629015636165e-11,
open_room,32,open_room_32,0.1,prioritized_sweeping,2,open_room_32|0.1|2,node006,1024,404023,404023,12571556,24.43109737697523,7.216627295747458e-11,8.554792430004454e-10,3.987317143128166e-10,
open_room,32,open_room_32,0.1,sparse_vectorized_vi,3,open_room_32|0.1|3,node003,1024,113,115712,462848,0.008738178992643952,4.0103032006300054e-11,8.386891181544343e-11,8.386891181544343e-11,
open_room,32,open_room_32,0.1,gauss_seidel_vi,3,open_room_32|0.1|3,node003,1024,89,91136,364544,0.5039067729376256,2.956213052129897e-11,4.0884629015636165e-11,4.0884629015636165e-11,
open_room,32,open_room_32,0.1,prioritized_sweeping,3,open_room_32|0.1|3,node003,1024,404023,404023,12571556,24.91293519595638,7.216627295747458e-11,8.554792430004454e-10,3.987317143128166e-10,
open_room,32,open_room_32,0.1,sparse_vectorized_vi,4,open_room_32|0.1|4,node001,1024,113,115712,462848,0.008667983929626644,4.0103032006300054e-11,8.386891181544343e-11,8.386891181544343e-11,
open_room,32,open_room_32,0.1,gauss_seidel_vi,4,open_room_32|0.1|4,node001,1024,89,91136,364544,0.5103468559682369,2.956213052129897e-11,4.0884629015636165e-11,4.0884629015636165e-11,
open_room,32,open_room_32,0.1,prioritized_sweeping,4,open_room_32|0.1|4,node001,1024,404023,404023,12571556,24.37925407802686,7.216627295747458e-11,8.554792430004454e-10,3.987317143128166e-10,
four_rooms,21,four_rooms_21,0.0,sparse_vectorized_vi,0,four_rooms_21|0.0|0,node005,404,41,16564,66256,0.002371411072090268,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,gauss_seidel_vi,0,four_rooms_21|0.0|0,node005,404,41,16564,66256,0.09042411297559738,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,prioritized_sweeping,0,four_rooms_21|0.0|0,node005,404,8740,8740,174616,0.24328930804040283,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,sparse_vectorized_vi,1,four_rooms_21|0.0|1,node006,404,41,16564,66256,0.002415077993646264,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,gauss_seidel_vi,1,four_rooms_21|0.0|1,node006,404,41,16564,66256,0.09548459900543094,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,prioritized_sweeping,1,four_rooms_21|0.0|1,node006,404,8740,8740,174616,0.24042479402851313,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,sparse_vectorized_vi,2,four_rooms_21|0.0|2,node005,404,41,16564,66256,0.002381086931563914,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,gauss_seidel_vi,2,four_rooms_21|0.0|2,node005,404,41,16564,66256,0.08523224096279591,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,prioritized_sweeping,2,four_rooms_21|0.0|2,node005,404,8740,8740,174616,0.23569777293596417,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,sparse_vectorized_vi,3,four_rooms_21|0.0|3,node002,404,41,16564,66256,0.0025613970356062055,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,gauss_seidel_vi,3,four_rooms_21|0.0|3,node002,404,41,16564,66256,0.09171090601012111,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,prioritized_sweeping,3,four_rooms_21|0.0|3,node002,404,8740,8740,174616,0.25145570596214384,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,sparse_vectorized_vi,4,four_rooms_21|0.0|4,node006,404,41,16564,66256,0.0026036810595542192,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,gauss_seidel_vi,4,four_rooms_21|0.0|4,node006,404,41,16564,66256,0.08740979398135096,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.0,prioritized_sweeping,4,four_rooms_21|0.0|4,node006,404,8740,8740,174616,0.2420017879921943,0.0,0.0,0.0,
four_rooms,21,four_rooms_21,0.05,sparse_vectorized_vi,0,four_rooms_21|0.05|0,node003,404,71,28684,114736,0.004426253959536552,1.7216450487467228e-11,2.7068125518781017e-11,2.7068125518781017e-11,
four_rooms,21,four_rooms_21,0.05,gauss_seidel_vi,0,four_rooms_21|0.05|0,node003,404,57,23028,92112,0.12813483295030892,9.052314453583676e-12,1.021049911287264e-11,1.021049911287264e-11,
four_rooms,21,four_rooms_21,0.05,prioritized_sweeping,0,four_rooms_21|0.05|0,node003,404,80876,80876,2464044,4.311045210924931,9.987211058160028e-11,9.98824134512688e-10,7.259117751345912e-10,
four_rooms,21,four_rooms_21,0.05,sparse_vectorized_vi,1,four_rooms_21|0.05|1,node001,404,71,28684,114736,0.004252844024449587,1.7216450487467228e-11,2.7068125518781017e-11,2.7068125518781017e-11,
four_rooms,21,four_rooms_21,0.05,gauss_seidel_vi,1,four_rooms_21|0.05|1,node001,404,57,23028,92112,0.129493952030316,9.052314453583676e-12,1.021049911287264e-11,1.021049911287264e-11,
four_rooms,21,four_rooms_21,0.05,prioritized_sweeping,1,four_rooms_21|0.05|1,node001,404,80876,80876,2464044,4.246209271950647,9.987211058160028e-11,9.98824134512688e-10,7.259117751345912e-10,
four_rooms,21,four_rooms_21,0.05,sparse_vectorized_vi,2,four_rooms_21|0.05|2,node006,404,71,28684,114736,0.004137141979299486,1.7216450487467228e-11,2.7068125518781017e-11,2.7068125518781017e-11,
four_rooms,21,four_rooms_21,0.05,gauss_seidel_vi,2,four_rooms_21|0.05|2,node006,404,57,23028,92112,0.12556706799659878,9.052314453583676e-12,1.021049911287264e-11,1.021049911287264e-11,
four_rooms,21,four_rooms_21,0.05,prioritized_sweeping,2,four_rooms_21|0.05|2,node006,404,80876,80876,2464044,4.077463728026487,9.987211058160028e-11,9.98824134512688e-10,7.259117751345912e-10,
four_rooms,21,four_rooms_21,0.05,sparse_vectorized_vi,3,four_rooms_21|0.05|3,node005,404,71,28684,114736,0.004131871974095702,1.7216450487467228e-11,2.7068125518781017e-11,2.7068125518781017e-11,
four_rooms,21,four_rooms_21,0.05,gauss_seidel_vi,3,four_rooms_21|0.05|3,node005,404,57,23028,92112,0.11861615302041173,9.052314453583676e-12,1.021049911287264e-11,1.021049911287264e-11,
four_rooms,21,four_rooms_21,0.05,prioritized_sweeping,3,four_rooms_21|0.05|3,node005,404,80876,80876,2464044,4.006779164075851,9.987211058160028e-11,9.98824134512688e-10,7.259117751345912e-10,
four_rooms,21,four_rooms_21,0.05,sparse_vectorized_vi,4,four_rooms_21|0.05|4,node005,404,71,28684,114736,0.004826132906600833,1.7216450487467228e-11,2.7068125518781017e-11,2.7068125518781017e-11,
four_rooms,21,four_rooms_21,0.05,gauss_seidel_vi,4,four_rooms_21|0.05|4,node005,404,57,23028,92112,0.12884212599601597,9.052314453583676e-12,1.021049911287264e-11,1.021049911287264e-11,
four_rooms,21,four_rooms_21,0.05,prioritized_sweeping,4,four_rooms_21|0.05|4,node005,404,80876,80876,2464044,4.210816309088841,9.987211058160028e-11,9.98824134512688e-10,7.259117751345912e-10,
four_rooms,21,four_rooms_21,0.1,sparse_vectorized_vi,0,four_rooms_21|0.1|0,node002,404,85,34340,137360,0.005590746062807739,4.9965365178650245e-11,1.0221157253909041e-10,1.0221157253909041e-10,
four_rooms,21,four_rooms_21,0.1,gauss_seidel_vi,0,four_rooms_21|0.1|0,node002,404,65,26260,105040,0.1427139570005238,1.9756640767809586e-11,2.651390218488814e-11,2.651390218488814e-11,
four_rooms,21,four_rooms_21,0.1,prioritized_sweeping,0,four_rooms_21|0.1|0,node002,404,128614,128614,3933984,6.501323787961155,9.239986553666313e-11,8.359073433439335e-10,8.224994019201404e-10,
four_rooms,21,four_rooms_21,0.1,sparse_vectorized_vi,1,four_rooms_21|0.1|1,node006,404,85,34340,137360,0.00515775999519974,4.9965365178650245e-11,1.0221157253909041e-10,1.0221157253909041e-10,
four_rooms,21,four_rooms_21,0.1,gauss_seidel_vi,1,four_rooms_21|0.1|1,node006,404,65,26260,105040,0.1409849360352382,1.9756640767809586e-11,2.651390218488814e-11,2.651390218488814e-11,
four_rooms,21,four_rooms_21,0.1,prioritized_sweeping,1,four_rooms_21|0.1|1,node006,404,128614,128614,3933984,6.981924784951843,9.239986553666313e-11,8.359073433439335e-10,8.224994019201404e-10,
four_rooms,21,four_rooms_21,0.1,sparse_vectorized_vi,2,four_rooms_21|0.1|2,node003,404,85,34340,137360,0.005210582981817424,4.9965365178650245e-11,1.0221157253909041e-10,1.0221157253909041e-10,
