map,slip,step,mode,rank,n_boundary,candidate_batch_size,candidate_states,candidate_state,candidate_coords,base_rate_bits,candidate_rate_bits,rate_delta,base_objective,candidate_objective,gain,base_violation,candidate_violation,violation_gain,base_struct,candidate_struct,struct_delta,base_audit,candidate_audit,audit_delta,base_model,candidate_model,model_delta,base_value,candidate_value,value_delta,base_start_gap,candidate_start_gap,start_gap_delta,struct_break_even_lambda,selected
maze,0.05,2,single,5,10,1,[76],76,"[(7, 15)]",346.49263562068006,386.8577941655209,40.365158544840824,346.49263562068006,386.8577941655209,-40.365158544840824,11.461858286112498,12.37047275184199,-0.9086144657294923,10.861792479147498,9.879033858429683,0.9827586207178154,4.600065806965001,6.491438893412307,-1.891373086447306,1.3271952014374313,1.3003046557233429,0.026890545714088443,2.920330643974012e-11,2.920330643974012e-11,0.0,2.920330643974012e-11,2.920330643974012e-11,0.0,41.07331921988918,False
maze,0.05,2,single,6,10,1,[25],25,"[(3, 3)]",346.49263562068006,385.98446083218755,39.49182521150749,346.49263562068006,385.98446083218755,-39.49182521150749,11.461858286112498,3.0290450010947794,8.432813285017719,10.861792479147498,1.0000052152054362,9.861787263942063,4.600065806965001,5.029045001094779,-0.42897919412977803,1.3271952014374313,0.9724057760954048,0.3547894253420265,2.920330643974012e-11,2.920330643974012e-11,0.0,2.920330643974012e-11,2.920330643974012e-11,0.0,4.00453022910995,False
maze,0.05,2,single,7,10,1,[54],54,"[(5, 15)]",346.49263562068006,385.98446083218755,39.49182521150749,346.49263562068006,385.98446083218755,-39.49182521150749,11.461858286112498,10.890639371022566,0.5712189150899327,10.861792479147498,8.896275144670135,1.9655173344773633,4.600065806965001,5.994364226352431,-1.3942984193874297,1.3271952014374313,1.2854866426957197,0.04170855874171164,2.920330643974012e-11,2.919975372606132e-11,3.552713678800501e-15,2.920330643974012e-11,2.919975372606132e-11,3.552713678800501e-15,20.092331173466082,False
maze,0.05,2,single,8,10,1,[44],44,"[(5, 3)]",346.49263562068006,386.8577941655209,40.365158544840824,346.49263562068006,386.8577941655209,-40.365158544840824,11.461858286112498,2.6928383876133957,8.769019898499103,10.861792479147498,1.9827638391044315,8.879028640043067,4.600065806965001,4.692838387613396,-0.09277258064839433,1.3271952014374313,1.0069744950495805,0.32022070638785083,2.920330643974012e-11,2.919975372606132e-11,3.552713678800501e-15,2.920330643974012e-11,2.919975372606132e-11,3.552713678800501e-15,4.546123250779945,False
maze,0.05,2,batch_prefix,2,10,2,"[25, 44]",,"[(3, 3), (5, 3)]",346.49263562068006,427.0549700341071,80.56233441342704,346.49263562068006,427.0549700341071,-80.56233441342704,11.461858286112498,3.1699082615186143,8.291950024593884,10.861792479147498,1.0000052152054362,9.861787263942063,4.600065806965001,5.169908261518614,-0.5698424545536129,1.3271952014374313,0.9724057760954048,0.3547894253420265,2.920330643974012e-11,1.5717205315013416e-11,1.3486101124726702e-11,2.920330643974012e-11,1.5717205315013416e-11,1.3486101124726702e-11,8.169141379472808,False
maze,0.05,2,batch_prefix,3,10,3,"[23, 25, 44]",,"[(3, 1), (3, 3), (5, 3)]",346.49263562068006,466.4779645869439,119.98532896626386,346.49263562068006,466.4779645869439,-119.98532896626386,11.461858286112498,3.5280543333578533,7.933803952754645,10.861792479147498,0.017236165709101903,10.844556313438396,4.600065806965001,5.528054333357853,-0.927988526392852,1.3271952014374313,0.10929203403156419,1.2179031674058671,2.920330643974012e-11,2.901856532844249e-11,1.8474111129762605e-13,2.920330643974012e-11,2.901856532844249e-11,1.8474111129762605e-13,11.064106773790277,False
maze,0.05,2,batch_prefix,4,10,4,"[23, 25, 44, 55]",,"[(3, 1), (3, 3), (5, 3), (5, 17)]",346.49263562068006,505.4731316680012,158.98049604732114,346.49263562068006,505.4731316680012,-158.98049604732114,11.461858286112498,2.529246437073285,8.932611849039214,10.861792479147498,0.017236165709101903,10.844556313438396,4.600065806965001,4.529246437073285,0.07081936989171655,1.3271952014374313,0.10929203403156419,1.2179031674058671,2.920330643974012e-11,2.8403945862010005e-11,7.993605777301127e-13,2.920330643974012e-11,2.8403945862010005e-11,7.993605777301127e-13,14.659935496882904,True
maze,0.05,3,single,1,14,1,[42],42,"[(5, 1)]",497.0219205561689,537.854485232402,40.83256467623312,497.0219205561689,537.854485232402,-40.83256467623312,2.529246437073285,2.8385567710865462,-0.30931033401326147,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.838556771086546,-0.30931033401326147,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.69473332537018e-11,1.4566126083082054e-12,2.8403945862010005e-11,2.69473332537018e-11,1.4566126083082054e-12,inf,False
maze,0.05,3,single,2,14,1,[76],76,"[(7, 15)]",497.0219205561689,538.7278185657353,41.705898009566454,497.0219205561689,538.7278185657353,-41.705898009566454,2.529246437073285,2.8398491120671103,-0.31060267499382554,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.83984911206711,-0.31060267499382554,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8411051289367606e-11,-7.105427357601002e-15,2.8403945862010005e-11,2.8411051289367606e-11,-7.105427357601002e-15,inf,False
maze,0.05,3,single,3,14,1,[64],64,"[(7, 1)]",497.0219205561689,538.7278185657353,41.705898009566454,497.0219205561689,538.7278185657353,-41.705898009566454,2.529246437073285,2.2199940651807335,0.3092523718925513,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.2199940651807335,0.3092523718925513,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,inf,False
maze,0.05,3,single,4,14,1,[54],54,"[(5, 15)]",497.0219205561689,537.854485232402,40.83256467623312,497.0219205561689,537.854485232402,-40.83256467623312,2.529246437073285,2.211656162900881,0.31759027417240393,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.211656162900881,0.31759027417240393,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8403945862010005e-11,0.0,2.8403945862010005e-11,2.8403945862010005e-11,0.0,inf,False
maze,0.05,3,single,5,14,1,[45],45,"[(5, 5)]",497.0219205561689,537.854485232402,40.83256467623312,497.0219205561689,537.854485232402,-40.83256467623312,2.529246437073285,1.846932686806015,0.6823137502672698,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,3.846932686806015,0.6823137502672698,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,inf,False
maze,0.05,3,single,6,14,1,[68],68,"[(7, 5)]",497.0219205561689,538.7278185657353,41.705898009566454,497.0219205561689,538.7278185657353,-41.705898009566454,2.529246437073285,2.478428133581229,0.05081830349205596,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.478428133581229,0.05081830349205596,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,inf,False
maze,0.05,3,single,7,14,1,[69],69,"[(7, 7)]",497.0219205561689,539.6011518990687,42.57923134289979,497.0219205561689,539.6011518990687,-42.57923134289979,2.529246437073285,2.017174992081749,0.5120714449915358,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.017174992081749,0.5120714449915358,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8403945862010005e-11,0.0,2.8403945862010005e-11,2.8403945862010005e-11,0.0,inf,False
maze,0.05,3,single,8,14,1,[75],75,"[(7, 13)]",497.0219205561689,539.6011518990687,42.57923134289979,497.0219205561689,539.6011518990687,-42.57923134289979,2.529246437073285,2.4951816670253457,0.034064770047939064,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,4.495181667025346,0.034064770047939064,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8400393148331204e-11,3.552713678800501e-15,2.8403945862010005e-11,2.8400393148331204e-11,3.552713678800501e-15,inf,False
maze,0.05,3,batch_prefix,2,14,2,"[45, 69]",,"[(5, 5), (7, 7)]",497.0219205561689,581.1900441926992,84.16812363653037,497.0219205561689,581.1900441926992,-84.16812363653037,2.529246437073285,1.01760818186558,1.5116382552077048,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,3.01760818186558,1.5116382552077048,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8403945862010005e-11,0.0,2.8403945862010005e-11,2.8403945862010005e-11,0.0,inf,False
maze,0.05,3,batch_prefix,3,14,3,"[45, 54, 69]",,"[(5, 5), (5, 15), (7, 7)]",497.0219205561689,621.1736683137894,124.15174775762057,497.0219205561689,621.1736683137894,-124.15174775762057,2.529246437073285,0.999606813900654,1.5296396231726308,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,2.999606813900654,1.5296396231726308,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,inf,False
maze,0.05,3,batch_prefix,4,14,4,"[45, 54, 64, 69]",,"[(5, 5), (5, 15), (7, 1), (7, 7)]",497.0219205561689,661.6383206781479,164.61640012197904,497.0219205561689,661.6383206781479,-164.61640012197904,2.529246437073285,0.0,2.529246437073285,0.017236165709101903,0.017236165709101903,0.0,4.529246437073285,1.0198087214115037,3.509437715661781,0.10929203403156419,0.10929203403156419,0.0,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,2.8403945862010005e-11,2.8407498575688805e-11,-3.552713678800501e-15,inf,True
maze,0.05,4,single,1,18,1,[76],76,"[(7, 15)]",653.1871095663156,696.3927221420905,43.20561257577492,653.1871095663156,696.3927221420905,-43.20561257577492,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.0173653623973804,0.002443359014123292,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,inf,False
maze,0.05,4,single,2,18,1,[34],34,"[(3, 15)]",653.1871095663156,696.3927221420905,43.20561257577492,653.1871095663156,696.3927221420905,-43.20561257577492,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.017642824754553,0.002165896656950661,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,inf,False
maze,0.05,4,single,3,18,1,[35],35,"[(3, 17)]",653.1871095663156,695.5193888087572,42.33227924244159,653.1871095663156,695.5193888087572,-42.33227924244159,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.0176428247545521,0.002165896656951549,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,inf,False
maze,0.05,4,single,4,18,1,[42],42,"[(5, 1)]",653.1871095663156,695.5193888087572,42.33227924244159,653.1871095663156,695.5193888087572,-42.33227924244159,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.0205160884282973,-0.0007073670167936363,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.9093172315697302e-11,-6.856737400084967e-13,2.8407498575688805e-11,2.9093172315697302e-11,-6.856737400084967e-13,inf,False
maze,0.05,4,single,5,18,1,[4],4,"[(1, 5)]",653.1871095663156,695.5193888087572,42.33227924244159,653.1871095663156,695.5193888087572,-42.33227924244159,0.0,0.0,0.0,0.017236165709101903,0.0,0.017236165709101903,1.0198087214115037,1.020515778364364,-0.0007070569528602189,0.10929203403156419,0.09802477976767239,0.011267254263891802,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2456.0148676272693,False
maze,0.05,4,single,6,18,1,[68],68,"[(7, 5)]",653.1871095663156,696.3927221420905,43.20561257577492,653.1871095663156,696.3927221420905,-43.20561257577492,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.0205160884282973,-0.0007073670167936363,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,inf,False
maze,0.05,4,single,7,18,1,[57],57,"[(5, 19)]",653.1871095663156,695.5193888087572,42.33227924244159,653.1871095663156,695.5193888087572,-42.33227924244159,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.0176428247545521,0.002165896656951549,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.8396840434652404e-11,1.0658141036401503e-14,2.8407498575688805e-11,2.8396840434652404e-11,1.0658141036401503e-14,inf,False
maze,0.05,4,single,8,18,1,[75],75,"[(7, 13)]",653.1871095663156,697.2660554754239,44.078945909108256,653.1871095663156,697.2660554754239,-44.078945909108256,0.0,0.0,0.0,0.017236165709101903,0.017236165709101903,0.0,1.0198087214115037,1.0003076922785512,0.019501029132952485,0.10929203403156419,0.10929203403156419,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,2.8407498575688805e-11,2.8407498575688805e-11,0.0,inf,False
maze,0.05,4,batch_prefix,2,18,2,"[4, 57]",,"[(1, 5), (5, 19)]",653.1871095663156,738.6339800524818,85.44687048616618,653.1871095663156,738.6339800524818,-85.44687048616618,0.0,0.0,0.0,0.017236165709101903,0.0,0.017236165709101903,1.0198087214115037,1.0194530326988358,0.0003556887126678898,0.10929203403156419,0.09802477976767239,0.011267254263891802,2.8407498575688805e-11,2.8389735007294803e-11,1.7763568394002505e-14,2.8407498575688805e-11,2.8389735007294803e-11,1.7763568394002505e-14,4957.417556100905,False
maze,0.05,4,batch_prefix,3,18,3,"[4, 35, 57]",,"[(1, 5), (3, 17), (5, 19)]",653.1871095663156,780.1658279573236,126.97871839100799,653.1871095663156,780.1658279573236,-126.97871839100799,0.0,0.0,0.0,0.017236165709101903,0.0,0.017236165709101903,1.0198087214115037,1.0176304249655126,0.0021782964459911014,0.10929203403156419,0.09802477976767239,0.011267254263891802,2.8407498575688805e-11,2.8389735007294803e-11,1.7763568394002505e-14,2.8407498575688805e-11,2.8389735007294803e-11,1.7763568394002505e-14,7366.993363492341,False
maze,0.05,4,batch_prefix,4,18,4,"[4, 35, 42, 57]",,"[(1, 5), (3, 17), (5, 1), (5, 19)]",653.1871095663156,821.325035975711,168.1379264093954,653.1871095663156,821.325035975711,-168.1379264093954,0.0,0.0,0.0,0.017236165709101903,0.0,0.017236165709101903,1.0198087214115037,1.0175572872821146,0.002251434129389107,0.10929203403156419,0.09802477976767239,0.011267254263891802,2.8407498575688805e-11,2.901145990108489e-11,-6.039613253960852e-13,2.8407498575688805e-11,2.901145990108489e-11,-6.039613253960852e-13,9754.949519927555,False
